resource,name,summary
pokemon,metapod,"**Metapod** is a Bug-type Pokémon, well-known as the cocoon stage in the evolutionary line that starts with Caterpie and culminates in Butterfree. It is characterized by its hard, green outer shell which is a protective casing formed during its metamorphosis process.

**Type:** Bug

**Abilities**:
- **Shed Skin:** This primary ability gives Metapod a 1 in 3 chance of healing from a status condition (such as paralysis or poisoning) at the end of each turn.
- **Hidden Ability (Nonexistent):** Metapod does not have a hidden ability.

**Appearance and Characteristics**:
- Metapod has a shell-like body with a distinct shape that resembles a green chrysalis. It has two large, crescent-shaped eyes that give it a perpetual sleepy or contemplative expression.
- Since Metapod’s primary existence is to focus on its transformation into Butterfree, it is relatively immobile and passive. Its hard shell"
pokemon,butterfree,"**Butterfree** is a dual-type Pokémon, both Bug and Flying, and is known for its appearance resembling a butterfly. It evolves from Metapod starting at level 10 and is the final form of Caterpie.

**Type:** Bug/Flying

**Abilities:**
- **Compound Eyes:** This ability increases Butterfree’s accuracy by 30%, making its status moves more reliable.
- **Hidden Ability (Tinted Lens):** This ability allows Butterfree to deal double damage when using moves that are ""not very effective.""

**Interesting Facts:**
- **Evolution:** Butterfree is part of an evolutionary line that starts with Caterpie, the small caterpillar Pokémon, which evolves into Metapod, and then finally into Butterfree.
- **Appearance:** Butterfree has large, white, butterfly-like wings with black markings and a blue body. Its large red eyes are a distinctive feature.
- **Mating Behavior:** In the Pokémon anime, Butterfree are shown to engage in"
pokemon,weedle,"**Weedle** is a Bug/Poison-type Pokémon, known for its small, worm-like appearance and its position as one of the earlier Pokémon encountered in the original games. Its simple design and early-game presence make it a familiar and nostalgic character for many players.

**Type:**
- Bug
- Poison

**Abilities:**
- **Shield Dust:** This ability prevents additional effects caused by an opponent's moves from taking effect. For example, if an attack that normally has a chance to cause a status condition (like paralyze, freeze, or burn) is used on Weedle, that additional effect will not occur.
- **Hidden Ability (Run Away):** This ability allows Weedle to always successfully escape from wild battles, regardless of speed or other factors.

**Interesting Facts:**
- Weedle is recognized for its segmented, caterpillar-like body with a conical stinger on its head and an additional stinger"
pokemon,kakuna,"**Kakuna** is a Bug/Poison-type Pokémon, primarily known for being the intermediate evolution stage between Weedle and Beedrill. Its cocoon-like appearance signifies that it is in the process of metamorphosis, preparing to evolve into its final form.

**Type:** Bug/Poison

**Abilities:**
- **Shed Skin:** This ability gives Kakuna a 1 in 3 chance of healing from any status condition (like paralysis, sleep, burn, freeze, or poison) at the end of each turn.

**Interesting Facts:**
- **Evolutionary Line:** Kakuna evolves from Weedle starting at level 7 and further evolves into Beedrill starting at level 10. This quick progression through its evolutionary stages is typical for many Bug-type Pokémon.
- **Appearance:** Kakuna resembles a yellow cocoon with a hardened outer shell. Unlike its pre-evolutionary form Weedle, Kakuna is largely immobile. It spends most"
pokemon,beedrill,"**Beedrill** is a Bug/Poison-type Pokémon, known for its aggressive nature and distinctive appearance resembling a large wasp. It is the final evolution of Weedle, evolving from Kakuna starting at level 10.

**Type:** Bug/Poison

**Abilities:**
- **Swarm:** When Beedrill's HP is below one-third of its maximum, its Bug-type moves become 50% stronger.
- **Sniper (Hidden Ability):** This ability increases the power of critical-hit moves by 2.25× rather than 1.5×.

**Interesting Facts:**
- **Appearance:** Beedrill is characterized by its yellow-and-black striped body, four translucent wings, and large, pointed stingers on its forelegs and abdomen. It uses these stingers with impressive dexterity and precision.
- **Evolution Line:** Beedrill evolves from Kakuna at level 10, which in turn evolves from Weedle starting"
pokemon,pidgey,"**Pidgey** is a dual-type Normal/Flying Pokémon known for being one of the most common and recognizable Pokémon from the original Pokémon games. It is often one of the first Pokémon trainers encounter and catch in the wild. Pidgey has a small, bird-like appearance with a tan body, brown wings, and a lighter-colored underbelly. Its head features three brown crest feathers.

**Type:** Normal/Flying

**Abilities:**
- **Keen Eye:** This ability prevents Pidgey’s accuracy from being lowered, making it difficult for opponents to reduce its ability to hit with moves.
- **Tangled Feet:** When Pidgey becomes confused, its evasion increases, making it harder for opponents to land hits.
- **Hidden Ability (Big Pecks):** This ability prevents Pidgey’s Defense stat from being lowered by opposing moves.

**Interesting Facts:**
- **Evolution Line:** Pidgey evolves into Pidgeotto starting at level 18,"
pokemon,pidgeotto,"**Pidgeotto** is a Normal/Flying-type Pokémon known for being an experienced and robust bird Pokémon. It is the evolved form of Pidgey and can further evolve into Pidgeot. Pidgeotto appears as a larger and more majestic bird compared to Pidgey, with striking plumage and a commanding presence.

**Type:** Normal/Flying

**Abilities:**
- **Keen Eye:** This ability prevents Pidgeotto from having its accuracy reduced, ensuring its attacks remain precise even against evasive foes.
- **Tangled Feet:** Activated in confusion, this ability raises Pidgeotto's evasion, making it harder for opponents to land hits.
- **Hidden Ability (Big Pecks):** Protects Pidgeotto from having its Defense stat lowered, maintaining its resilience in battle.

**Interesting Facts:**
- **Appearance:** Pidgeotto has sharp eyes, a distinctive crest of red feathers on its head, and powerful wings. Its body is primarily brown with lighter"
pokemon,pidgeot,"**Pidgeot** is a dual-type Normal/Flying Pokémon known for its majestic appearance and impressive speed. Pidgeot is the final evolution in its line, evolving from Pidgeotto starting at level 36, which previously evolves from Pidgey starting at level 18. Its grace and power make it a standout among flying Pokémon.

**Type:** Normal/Flying

**Abilities:**
- **Keen Eye:** This primary ability prevents Pidgeot's accuracy from being lowered, which ensures its moves are more consistent in battle.
- **Tangled Feet:** As a secondary ability, Tangled Feet increases Pidgeot's evasiveness by 50% if it becomes confused, making it harder for opponents to land hits.
- **Hidden Ability (Big Pecks):** This hidden ability prevents Pidgeot’s Defense from being lowered, adding a layer of durability against physical attacks.

**Interesting Facts:**
- Pidgeot is known for its remarkable flying capabilities. It can reach"
pokemon,rattata,"**Rattata** is a Normal-type Pokémon known for its small, agile, rodent-like appearance. It is recognized for its adaptability and resilience, commonly found in many regions of the Pokémon world. Rattata is known for its purple fur with cream-colored underbelly and whiskers, large round ears, and a thin, curled tail.

**Type:**
- Normal

**Abilities:**
- **Run Away:** This ability allows Rattata to successfully flee from wild Pokémon battles, guaranteeing an escape regardless of the opponent's ability or move.
- **Guts:** When afflicted with a status condition (such as burn, paralysis, or poison), this ability raises Rattata's Attack stat by 50%, making it more dangerous to opponents despite its condition.
- **Hidden Ability (Hustle):** This ability boosts Rattata's Attack stat by 50%, but at the cost of lowering the accuracy of its physical moves. 

**Interesting Facts:**
-"
pokemon,raticate,"**Raticate** is a Normal-type Pokémon known for its rat-like appearance and menacing teeth. It is the evolved form of Rattata and is particularly recognized for its ability to gnaw through almost anything with its powerful incisors.

**Type:** Normal

**Abilities:**
- **Run Away:** This ability allows Raticate to escape from any wild battle without fail, making it easier for the Pokémon to avoid undesirable encounters.
- **Guts:** When Raticate is inflicted with a status condition (such as paralysis, burn, poison, sleep, or freeze), its Attack stat increases by 50%, making it significantly more formidable in battles.
- **Hidden Ability (Hustle):** This ability boosts Raticate's Attack stat by 50%, but lowers the accuracy of its physical moves by 20%.

**Interesting Facts:**
- Raticate is known for its powerful, ever-growing front teeth, which it uses to gnaw on anything it encounters"
pokemon,spearow,"**Spearow** is a dual-type Normal/Flying Pokémon known for its aggressive nature and excellent speed despite its small size. With its slender body and fierce demeanor, Spearow has made a notable impression as a feisty little bird in the Pokémon world.

**Type:** Normal/Flying

**Abilities:**
- **Keen Eye:** This ability prevents Spearow’s accuracy from being lowered by other Pokémon’s attacks or abilities.
- **Hidden Ability (Sniper):** This ability increases the damage dealt by Spearow’s critical hits to 2.25 times their normal damage instead of the standard 1.5 times.

**Interesting Facts:**
- **Appearance:** Spearow has a predominantly light brown body with darker brown wings and tail feathers. It has short, powerful legs and a hooked beak ideal for pecking at its opponents.
- **Behavior:** Known for its short temper, Spearow will attack anything that intrudes on its territory, making"
pokemon,fearow,"**Fearow** is a dual-type Normal/Flying Pokémon known for its sharp beak and impressive flying capabilities. It evolves from Spearow starting at level 20. Fearow resembles a large, predatory bird and is noted for its speed and agility in the skies.

**Type:** Normal/Flying

**Abilities:**
- **Keen Eye:** This ability prevents Fearow’s accuracy from being lowered by opponents. This can be particularly useful in maintaining the effectiveness of its moves during battle.
- **Hidden Ability (Sniper):** This ability increases the power of Fearow's critical hits from the standard 1.5x damage to 2.25x, making Fearow a potential threat when it lands a critical hit.

**Interesting Facts:**
- Fearow has a long, slender neck and an elongated beak, which it uses to poke at its prey. It has large, powerful wings that allow it to fly at high speeds and altitudes.
- Fearow"
pokemon,ekans,"**Ekans** is a Poison-type Pokémon known for its resemblance to a snake. It is the first-stage evolution in its evolutionary line, evolving into Arbok starting at level 22. Ekans is recognized for its serpentine body and its ability to move silently, making it a feared opponent in the wild.

**Type:** Poison

**Abilities:**
- **Intimidate:** When Ekans enters battle, it lowers the Attack stat of all opposing Pokémon by one stage. This ability can be particularly useful for weakening physical attackers right off the bat.
- **Shed Skin:** This ability gives Ekans a 1 in 3 chance of healing from a status condition (such as poison, paralysis, or sleep) at the end of each turn. 
- **Hidden Ability (Unnerve):** This prevents opposing Pokémon from using held Berries. It can be strategically advantageous, especially in competitive battles where Berries are frequently used.

**Interesting Facts:**
- Ekans was"
pokemon,arbok,"**Arbok** is a Poison-type Pokémon best known for its fearsome cobra-like appearance. It is often associated with villainous characters such as those from Team Rocket in the Pokémon series. Arbok is the evolved form of Ekans and evolves starting at level 22.

**Type:** 
- Poison

**Abilities:**
- **Intimidate:** This ability lowers the Attack stat of opposing Pokémon when Arbok enters the battle.
- **Shed Skin:** This ability gives Arbok a 1-in-3 chance of healing from a status condition at the end of each turn.
- **Hidden Ability (Unnerve):** This ability prevents opposing Pokémon from using held Berries during battle.

**Interesting Facts:**
- Arbok is known for the distinct patterns on its hood, which vary depending on its region. These patterns are believed to scare away potential predators and threaten its enemies.
- In the Pokémon games, Arbok has access to a variety of Poison-type moves such as"
pokemon,pikachu,"**Pikachu** is a beloved Electric-type Pokémon that has become the face of the Pokémon franchise. It is instantly recognizable with its bright yellow fur, long ears tipped with black, rosy red cheeks, and a tail shaped like a lightning bolt. Pikachu has won the hearts of fans worldwide and is often associated with the main protagonist of the Pokémon anime, Ash Ketchum.

### Type:
- **Electric**

### Abilities:
- **Static:** This ability gives Pikachu a chance to paralyze opponents that make contact with it using a move. The paralysis status effect can drastically lower an opponent's speed, providing Pikachu a strategic advantage in battles.
- **Hidden Ability (Lightning Rod):** This special ability allows Pikachu to draw in all Electric-type moves to up its Special Attack. This not only negates Electric-type moves but also strengthens Pikachu's own Electric-type attacks.

### Evolution:
- Pikachu evolves from **Pichu** when leveled up with high friendship"
pokemon,raichu,"**Raichu** is an Electric-type Pokémon and is the evolved form of Pikachu. Known for its agile and robust physique, Raichu stands out with its distinct orange fur, long ears, and a tail shaped like a lightning bolt with a sharp, spiked end. Raichu evolves from Pikachu when exposed to a Thunder Stone.

**Type:** Electric

**Abilities:**
- **Static:** One of Raichu's primary abilities is Static, which gives it a chance to paralyze opponents that use physical moves against it.
- **Hidden Ability (Lightning Rod):** This ability allows Raichu to draw in all Electric-type moves, which not only protects allies in double battles but also boosts Raichu's Special Attack.

**Alolan Raichu:**
- In the Alola region, Raichu has a unique regional variant known as Alolan Raichu. This variant is both Electric and Psychic-type.
- **Alolan Raichu's"
pokemon,sandshrew,"**Sandshrew** is a Ground-type Pokémon known for its ability to curl into a ball to protect itself. Its design is inspired by a shrew and an armadillo, which is evident through its burrowing habits and its armor-like hide. Sandshrew evolves into Sandslash, a more formidable and spikier version, typically when it reaches level 22.

**Type:** Ground

**Abilities:**
- **Sand Veil:** This ability increases Sandshrew's evasion during a sandstorm, making it harder for opponents to hit it.
- **Hidden Ability (Sand Rush):** This ability doubles Sandshrew's speed during a sandstorm, greatly enhancing its mobility in such conditions.

**Interesting Facts:**
- Sandshrew is known for its defensive capabilities. When threatened, it curls up into a tight ball, showcasing its armored hide, and minimizing damage from attacks.
- Its primary habitat is deserts and arid regions where it digs deep burrows to stay"
pokemon,sandslash,"**Sandslash** is a Ground-type Pokémon, recognized for its characteristic spiny body, which it uses both for defense and offensive maneuvers. Sandslash evolves from Sandshrew at level 22.

**Type:** Ground

**Abilities:**
- **Sand Veil:** This ability increases Sandslash's evasion during a sandstorm, making it harder for opponents to hit.
- **Hidden Ability (Sand Rush):** This ability doubles Sandslash’s speed in a sandstorm, making it exceptionally swift during harsh weather conditions.

**Regional Variants:**
- **Alolan Sandslash:** In the Alola region, Sandslash has an Ice/Steel-type variant that evolves from Alolan Sandshrew when exposed to an Ice Stone. This form has a distinctly different appearance, with icy-blue quills and claws.

**Interesting Facts:**
- **Appearance:** Sandslash has a yellow-brown body covered in hard, protective quills. These quills can be used to"
pokemon,nidoran-f,"**Nidoran♀** is a Poison-type Pokémon and is one of the original 151 species introduced in Generation I of the Pokémon series. It is known for its distinctive appearance, which includes a small, quadrupedal body, large ears, and small spines scattered across its back. Nidoran♀ is often recognized for its evolution line, which highlights the theme of gender differences within Pokémon species.

**Type:** Poison

**Abilities:**

- **Poison Point:** This ability has a 30% chance of poisoning the opponent when they use a move that makes contact with Nidoran♀.
- **Rivalry:** This ability increases Nidoran♀'s Attack if the opponent is of the same gender, but decreases it if the opponent is of the opposite gender.
- **Hidden Ability (Hustle):** This ability boosts Nidoran♀'s Attack stat by 50%, at the cost of lowering the accuracy of physical moves by 20%.

**"
pokemon,nidorina,"**Nidorina** is a Poison-type Pokémon, renowned for its sturdy and nimble build. It is the evolved form of Nidoran♀ and can further evolve into Nidoqueen when exposed to a Moon Stone. Nidorina is characterized by its blue, quadrupedal body, large, rounded ears with purple insides, and its notable poison spikes.

**Type:** Poison

**Abilities:**
- **Poison Point:** This ability gives Nidorina the chance to poison an opponent that makes contact with it using a move.
- **Rivalry:** This ability increases Nidorina's attack if the opponent is the same gender but decreases it if the opponent is the opposite gender.
- **Hidden Ability (Hustle):** This ability increases Nidorina's Attack stat but lowers the accuracy of its physical moves.

**Interesting Facts:**
- **Behavior and Characteristics:** Nidorina is highly protective of its offspring and will react aggressively if it senses danger. Despite"
pokemon,nidoqueen,"**Nidoqueen** is a Poison/Ground-type Pokémon, known for its imposing presence and powerful physical abilities. It is the final evolution of Nidoran♀ and evolves from Nidorina when exposed to a Moon Stone.

**Type:** Poison/Ground

**Abilities:**
- **Poison Point:** This ability provides a chance to poison any opponent that makes contact with Nidoqueen using a move.
- **Rivalry:** This ability increases Nidoqueen's Attack if the opponent is of the same gender but decreases it if the opponent is of the opposite gender.
- **Hidden Ability (Sheer Force):** This ability removes additional effects of Nidoqueen's moves but boosts their power by 30%.

**Interesting Facts:**
- Nidoqueen is recognized for its strong defensive capabilities and its ability to protect its territory and offspring. Its protective instincts are a marked characteristic.
- It has a blue, armored exterior with a robust and muscular build, making it well-suited"
pokemon,nidoran-m,"**Nidoran♂** is a Poison-type Pokémon known for its aggression and distinct sexual dimorphism from its female counterpart, Nidoran♀. This Pokémon is characterized by its large, spiny ears, single pointed horn, and a stout body adorned with small, sharp spines. These features reflect its combative nature.

**Type:** Poison

**Abilities:**
- **Poison Point:** This ability gives Nidoran♂ a chance to poison opponents that make physical contact with it.
- **Rivalry:** This ability boosts Nidoran♂'s Attack stat if its foe is of the same gender but lowers it if the foe is of the opposite gender.
- **Hidden Ability (Hustle):** This ability increases Nidoran♂'s Attack stat by 50% but lowers the accuracy of its physical moves.

**Evolution Line:**
- **Nidoran♂ evolves into Nidorino at level 16.**
- **Nidorino can then"
pokemon,nidorino,"**Nidorino** is a Poison-type Pokémon known for its aggressive nature and distinctive appearance. It is the male counterpart in the evolutionary line that begins with Nidoran♂ and eventually evolves into Nidoking.

**Type:** Poison

**Abilities:** 
- **Poison Point:** This ability gives Nidorino a chance to poison an opponent that makes contact with it using a move.
- **Rivalry:** This ability increases Nidorino's Attack stat if the opponent is the same gender, but decreases it if the opponent is of the opposite gender. 
- **Hidden Ability (Hustle):** Increases Nidorino's Attack stat by 50% but lowers the accuracy of its physical moves by 20%.

**Evolution:**
- **Pre-evolution:** Nidorino evolves from Nidoran♂ starting at level 16.
- **Next Evolution:** Nidorino evolves into Nidoking when exposed to a Moon Stone.

**Appearance:**
- Nidorino"
pokemon,nidoking,"**Nidoking** is a dual-type Ground/Poison Pokémon, known for its combination of physical prowess and versatility in battle. It is characterized by its large, powerful body, purple skin, a prominent horn on its head, and a long, spiked tail. Nidoking evolves from Nidorino when exposed to a Moon Stone.

**Type:** Ground/Poison

**Abilities:**
- **Poison Point:** This ability gives Nidoking a chance to poison opponents that use a move making contact with it.
- **Rivalry:** This ability increases Nidoking's attack power if the opponent Pokémon is of the same gender, but decreases it if the opponent is of the opposite gender.
- **Hidden Ability (Sheer Force):** This ability boosts the power of Nidoking's moves that have secondary effects by 30%, but it removes those additional effects in the process.

**Interesting Facts:**
- Nidoking is known for its immense physical strength, which it uses to"
pokemon,clefairy,"**Clefairy** is a charming and enigmatic Fairy-type Pokémon, recognized for its cute and magical appearance. Since its debut in the first generation of Pokémon games, Clefairy has garnered a dedicated fanbase for its endearing looks and mysterious nature. It evolves from Cleffa when leveled up with high friendship and can further evolve into Clefable when exposed to a Moon Stone.

**Type:** Fairy (originally a Normal-type before the introduction of the Fairy-type in Generation VI)

**Abilities:**
- **Cute Charm:** This ability causes opponents to become infatuated with Clefairy if they make contact, potentially immobilizing them.
- **Magic Guard:** This rare and prized ability makes Clefairy immune to all indirect damage, including status effects like burn and poison, as well as weather conditions such as hail and sandstorm.
- **Hidden Ability (Friend Guard):** This ability reduces the damage taken by allies in Double and Triple Battles, making Clefairy an excellent"
pokemon,clefable,"**Clefable** is a Fairy-type Pokémon known for its serene and gentle demeanor. It evolves from Clefairy when exposed to a Moon Stone, which in turn evolves from Cleffa when leveled up with high friendship.

**Type:** Fairy (previously Normal-type before Generation VI)

**Abilities:**
- **Cute Charm:** This ability can infatuate opponents that make contact with Clefable, causing them to become attracted and potentially immobilized by love.
- **Magic Guard:** Prevents all indirect damage, making Clefable immune to damage from status conditions, weather effects, entry hazards, and recoil (except for Struggle).
- **Hidden Ability (Unaware):** Ignores the target's stat changes when attacking or being attacked.

**Interesting Facts:**
- **Fairy Transformation:** Since Generation VI, Clefable and its pre-evolutions were retyped from Normal to Fairy, giving them new strengths and weaknesses compared to their initial appearances.
- **"
pokemon,vulpix,"**Vulpix** is a Fire-type Pokémon known for its distinctive appearance and charming characteristics. Vulpix is based on a young fox and is famous for its beautiful, curled tails and reddish-brown fur. It has a unique mane of orange fur and big, bright eyes that add to its appeal.

**Type:** Fire

**Abilities:**
- **Flash Fire:** This ability makes Vulpix immune to Fire-type moves and boosts its own Fire-type moves when hit by one.
- **Hidden Ability (Drought):** This ability summons intense sunlight to the battlefield when Vulpix enters, lasting for five turns. This weather condition boosts Fire-type moves and has several other effects on various moves and abilities of all Pokémon in battle.

**Interesting Facts:**
- **Evolution:** Vulpix evolves into Ninetales when exposed to a Fire Stone. Ninetales is a majestic, fox-like Pokémon with nine tails that carry"
pokemon,ninetales,"**Ninetales** is a Fire-type Pokémon that evolves from Vulpix when exposed to a Fire Stone. It is known for its elegant and mystical appearance, characterized by its light golden fur and nine long, flowing tails. In the Alola Region, Ninetales also has an Ice/Fairy-type regional variant that evolves from an Alolan Vulpix when exposed to an Ice Stone.

**Type:**
- **Normal Form:** Fire
- **Alolan Form:** Ice/Fairy

**Abilities:**
- **Normal Form:**
  - **Flash Fire:** This ability makes Ninetales immune to Fire-type moves and boosts its own Fire-type moves if hit by a Fire-type attack.
  - **Hidden Ability (Drought):** This ability summons sunny weather when Ninetales enters the battle, enhancing the power of Fire-type moves and weakening Water-type moves.

- **Alolan Form:**
  - **Snow Cloak:** This ability raises the evasion of"
pokemon,jigglypuff,"**Jigglypuff** is a Fairy and Normal-type Pokémon, often recognized for its round, balloon-like appearance and large, captivating eyes. It is particularly known for its ability to put others to sleep with its melodious singing. Jigglypuff evolves from Igglybuff when leveled up with high friendship and can evolve into Wigglytuff when exposed to a Moon Stone.

**Type:** Fairy/Normal (Note: Before Generation VI, Jigglypuff was only a Normal-type Pokémon).

**Abilities:**
- **Cute Charm:** This ability gives Jigglypuff a chance to infatuate an opponent that makes contact with it, causing them to become infatuated and less likely to attack if they are of the opposite gender.
- **Competitive (Hidden Ability):** This ability raises Jigglypuff's Special Attack stat by two stages whenever any of its stats are lowered by an opponent.

**Interesting Facts:**
- Jiggly"
